List all the ‘Comedy’ movies released between 1986 and 2016?
select name,genre,year from movies where year>1986 and year<2016 and genre=Comedy;
                                        name                                         | genre  | year 
 Dennis the Menace                                                                   | Comedy | 1993
 Mr. Wrong                                                                           | Comedy | 1996
 Drowning Mona                                                                       | Comedy | 2000
 Mini's First Time                                                                   | Comedy | 2006
 Little Black Book                                                                   | Comedy | 2004
 Wild Child                                                                          | Comedy | 2008
 The Perfect Host                                                                    | Comedy | 2010
 Lovely & Amazing                                                                    | Comedy | 2001
 Friends with Money                                                                  | Comedy | 2006
 Enough Said                                                                         | Comedy | 2013
 Saving Grace                                                                        | Comedy | 2000
 Calendar Girls                                                                      | Comedy | 2003
 A Lot Like Love                                                                     | Comedy | 2005
 Oci ciornie                                                                         | Comedy | 1987
 Kal Ho Naa Ho                                                                       | Comedy | 2003
 Project X                                                                           | Comedy | 2012
 Control                                                                             | Comedy | 2003
 Kicking and Screaming                                                               | Comedy | 1995
 Mr. Jealousy                                                                        | Comedy | 1997
 The Squid and the Whale                                                             | Comedy | 2005
 Margot at the Wedding                                                               | Comedy | 2007
 Greenberg                                                                           | Comedy | 2010
 Frances Ha                                                                          | Comedy | 2012
 While We're Young                                                                   | Comedy | 2014
 Sleepless in Seattle                                                                | Comedy | 1993
 Mixed Nuts                                                                          | Comedy | 1994
 Michael                                                                             | Comedy | 1996
 You've Got Mail                                                                     | Comedy | 1998
 Lucky Numbers                                                                       | Comedy | 2000
 Bewitched                                                                           | Comedy | 2005
 Moonstruck                                                                          | Comedy | 1987
 Other People's Money                                                                | Comedy | 1991
 Only You                                                                            | Comedy | 1994
 Tough Guys Don't Dance                                                              | Comedy | 1987
 Prelude to a Kiss                                                                   | Comedy | 1992
 Imagine Me & You                                                                    | Comedy | 2005
 An Ideal Husband                                                                    | Comedy | 1999
 The Importance of Being Earnest                                                     | Comedy | 2002
 Irma Vep                                                                            | Comedy | 1996
 Muriel's Wedding                                                                    | Comedy | 1994
 My Best Friend's Wedding                                                            | Comedy | 1997
 Confessions of a Shopaholic                                                         | Comedy | 2009
 Blow Dry                                                                            | Comedy | 2001
 Youth                                                                               | Comedy | 2015
 Don't Be a Menace to South Central While Drinking Your Juice in the Hood            | Comedy | 1996
 A Long Way Down                                                                     | Comedy | 2014
 The Hairdresser's Husband                                                           | Comedy | 1990
 La fille sur le pont                                                                | Comedy | 1999
 Real Women Have Curves                                                              | Comedy | 2002
 Mansfield Park                                                                      | Comedy | 1999
 The Overnight                                                                       | Comedy | 2015
 Angus                                                                               | Comedy | 1995
 Unfinished Song                                                                     | Comedy | 2012
 Blue in the Face                                                                    | Comedy | 1995
 Scenes from the Class Struggle in Beverly Hills                                     | Comedy | 1989
 Torch Song Trilogy                                                                  | Comedy | 1988
 Men Don't Leave                                                                     | Comedy | 1990
 Bridesmaids                                                                         | Comedy | 2011
 18 Again!                                                                           | Comedy | 1988
 Who's Harry Crumb?                                                                  | Comedy | 1989
 Clifford                                                                            | Comedy | 1994
 Moon Over Parador                                                                   | Comedy | 1988
 Enemies, A Love Story                                                               | Comedy | 1989
 The Acid House                                                                      | Comedy | 1998
 The Cutting Edge                                                                    | Comedy | 1992
 The Air Up There                                                                    | Comedy | 1994
 Kazaam                                                                              | Comedy | 1996
 The Pest                                                                            | Comedy | 1997
 Punch-Drunk Love                                                                    | Comedy | 2002
 Inherent Vice                                                                       | Comedy | 2014
 City Slickers II: the Legend of Curly's Gold                                        | Comedy | 1994
 Made of Honor                                                                       | Comedy | 2008
 American Pie                                                                        | Comedy | 1999
 In Good Company                                                                     | Comedy | 2004
 Little Fockers                                                                      | Comedy | 2010
 Grandma                                                                             | Comedy | 2015
 Women on the Verge of a Nervous Breakdown                                           | Comedy | 1988
 Tie Me Up! Tie Me Down!                                                             | Comedy | 1989
 High Heels                                                                          | Comedy | 1991
 Kika                                                                                | Comedy | 1993
 The Flower of My Secret                                                             | Comedy | 1995
 Volver                                                                              | Comedy | 2006
 Wayne's World                                                                       | Comedy | 1992
 The Beverly Hillbillies                                                             | Comedy | 1993
 The Little Rascals                                                                  | Comedy | 1994
 Black Sheep                                                                         | Comedy | 1996
 Senseless                                                                           | Comedy | 1998
 Big                                                                                 | Comedy | 1988
 A League of Their Own                                                               | Comedy | 1992
 Renaissance Man                                                                     | Comedy | 1994
 The Preacher's Wife                                                                 | Comedy | 1996
 Bagdad Cafe                                                                         | Comedy | 1987
 Rosalie Goes Shopping                                                               | Comedy | 1989
 Very Bad Things                                                                     | Comedy | 1998
 Couples Retreat                                                                     | Comedy | 2009
 Illegally Yours                                                                     | Comedy | 1988
 Noises Off...                                                                       | Comedy | 1992
 The Thing Called Love                                                               | Comedy | 1993
 She's Funny That Way                                                                | Comedy | 2014
 Police Academy 6: City Under Siege                                                  | Comedy | 1989
 The Full Monty                                                                      | Comedy | 1997
 The Rocker                                                                          | Comedy | 2008
 Hear My Song                                                                        | Comedy | 1991
 The Mighty                                                                          | Comedy | 1998
 Serendipity                                                                         | Comedy | 2001
 Shall We Dance                                                                      | Comedy | 2004
 Hannah Montana: The Movie                                                           | Comedy | 2009
 Dutch                                                                               | Comedy | 1991
 Dumb and Dumber                                                                     | Comedy | 1994
 Drowning by Numbers                                                                 | Comedy | 1988
 8 Â½ Women                                                                          | Comedy | 1999
 The Country Bears                                                                   | Comedy | 2002
 Pieces of April                                                                     | Comedy | 2003
 Dan in Real Life                                                                    | Comedy | 2007
 The Odd Life of Timothy Green                                                       | Comedy | 2012
 The Love Letter                                                                     | Comedy | 1999
 Sliding Doors                                                                       | Comedy | 1998
 Laws of Attraction                                                                  | Comedy | 2004
 Side Out                                                                            | Comedy | 1990
 Dead Alive                                                                          | Comedy | 1992
 The Frighteners                                                                     | Comedy | 1996
 Suicide Kings                                                                       | Comedy | 1997
 Naked Gun 33 1/3: the Final Insult                                                  | Comedy | 1994
 Nutty Professor II: the Klumps                                                      | Comedy | 2000
 Anger Management                                                                    | Comedy | 2003
 50 First Dates                                                                      | Comedy | 2004
 The Longest Yard                                                                    | Comedy | 2005
 Grudge Match                                                                        | Comedy | 2013
 Nick and Norah's Infinite Playlist                                                  | Comedy | 2008
 Dead Poets Society                                                                  | Comedy | 1989
 Green Card                                                                          | Comedy | 1990
 The Truman Show                                                                     | Comedy | 1998
 Bring It on                                                                         | Comedy | 2000
 Down with Love                                                                      | Comedy | 2003
 The Break-Up                                                                        | Comedy | 2006
 Yes Man                                                                             | Comedy | 2008
 In the Mood                                                                         | Comedy | 1987
 Sneakers                                                                            | Comedy | 1992
 Three O'Clock High                                                                  | Comedy | 1987
 Junebug                                                                             | Comedy | 2005
 All About Steve                                                                     | Comedy | 2009
 Mamma Mia!                                                                          | Comedy | 2008
 Rubber                                                                              | Comedy | 2010
 Man Bites Dog                                                                       | Comedy | 1992
 Never Been Kissed                                                                   | Comedy | 1999
 Yours, Mine & Ours                                                                  | Comedy | 2005
 3 Idiots                                                                            | Comedy | 2009
 PK                                                                                  | Comedy | 2014
 Rang De Basanti                                                                     | Comedy | 2006
 Money for Nothing                                                                   | Comedy | 1993
 The Brass Teapot                                                                    | Comedy | 2012
 Getting It Right                                                                    | Comedy | 1989
 Class Act                                                                           | Comedy | 1992
 Houseguest                                                                          | Comedy | 1995
 The Sixth Man                                                                       | Comedy | 1997
 Bottle Shock                                                                        | Comedy | 2008
 Dodgeball: A True Underdog Story                                                    | Comedy | 2004
 We're the Millers                                                                   | Comedy | 2013
 City Island                                                                         | Comedy | 2009
 Curdled                                                                             | Comedy | 1996
 House Party                                                                         | Comedy | 1990
 Boomerang                                                                           | Comedy | 1992
 The Great White Hype                                                                | Comedy | 1996
 The Ladies Man                                                                      | Comedy | 2000
 Serving Sara                                                                        | Comedy | 2002
 Submarine                                                                           | Comedy | 2010
 The Double                                                                          | Comedy | 2013
 My Stepmother Is an Alien                                                           | Comedy | 1988
 Mermaids                                                                            | Comedy | 1990
 Made in America                                                                     | Comedy | 1993
 Milk Money                                                                          | Comedy | 1994
 Mrs. Winterbourne                                                                   | Comedy | 1996
 Love Actually                                                                       | Comedy | 2003
 Pirate Radio                                                                        | Comedy | 2009
 About Time                                                                          | Comedy | 2013
 Scrooged                                                                            | Comedy | 1988
 Million Dollar Mystery                                                              | Comedy | 1987
 Barney's Version                                                                    | Comedy | 2010
 Southland Tales                                                                     | Comedy | 2006
 P.S. I Love You                                                                     | Comedy | 2007
 Slacker                                                                             | Comedy | 1990
 Dazed and Confused                                                                  | Comedy | 1993
 SubUrbia                                                                            | Comedy | 1996
 School of Rock                                                                      | Comedy | 2003
 Bad News Bears                                                                      | Comedy | 2005
 Wimbledon                                                                           | Comedy | 2004
 Leap of Faith                                                                       | Comedy | 1992
 A Family Thing                                                                      | Comedy | 1996
 The Matador                                                                         | Comedy | 2005
 The Wood                                                                            | Comedy | 1999
 Brown Sugar                                                                         | Comedy | 2002
 The Invention of Lying                                                              | Comedy | 2009
 Matchstick Men                                                                      | Comedy | 2003
 A Good Year                                                                         | Comedy | 2006
 200 Cigarettes                                                                      | Comedy | 1999
 Chicago                                                                             | Comedy | 2002
 Waiting...                                                                          | Comedy | 2005
 The Haunted Mansion                                                                 | Comedy | 2003
 Corky Romano                                                                        | Comedy | 2001
 When Harry Met Sally...                                                             | Comedy | 1989
 The American President                                                              | Comedy | 1995
 The Story of Us                                                                     | Comedy | 1999
 Rumor Has It...                                                                     | Comedy | 2005
 Flipped                                                                             | Comedy | 2010
 The Magic of Belle Isle                                                             | Comedy | 2012
 And So It Goes                                                                      | Comedy | 2014
 The Castle                                                                          | Comedy | 1997
 The Dish                                                                            | Comedy | 2000
 The Player                                                                          | Comedy | 1992
 Short Cuts                                                                          | Comedy | 1993
 Ready to Wear                                                                       | Comedy | 1994
 Cookie's Fortune                                                                    | Comedy | 1999
 Dr. T & the Women                                                                   | Comedy | 2000
 Gosford Park                                                                        | Comedy | 2001
 Reno 911! Miami                                                                     | Comedy | 2007
 Balls of Fury                                                                       | Comedy | 2007
 Nadine                                                                              | Comedy | 1987
 Nobody's Fool                                                                       | Comedy | 1994
 Vampire's Kiss                                                                      | Comedy | 1988
 Hugo Pool                                                                           | Comedy | 1997
 976-EVIL                                                                            | Comedy | 1988
 The Evening Star                                                                    | Comedy | 1996
 She's All That                                                                      | Comedy | 1999
 Boys and Girls                                                                      | Comedy | 2000
 From Justin to Kelly                                                                | Comedy | 2003
 Psycho Beach Party                                                                  | Comedy | 2000
 All I Want for Christmas                                                            | Comedy | 1991
 Legally Blonde                                                                      | Comedy | 2001
 Win a Date with Tad Hamilton!                                                       | Comedy | 2004
 Monster-in-Law                                                                      | Comedy | 2005
 The Ugly Truth                                                                      | Comedy | 2009
 The Milagro Beanfield War                                                           | Comedy | 1988
 Book of Love                                                                        | Comedy | 1990
 Hollywood Shuffle                                                                   | Comedy | 1987
 B*A*P*S                                                                             | Comedy | 1997
 Splitting Heirs                                                                     | Comedy | 1993
 Death Becomes Her                                                                   | Comedy | 1992
 Johnny Stecchino                                                                    | Comedy | 1991
 Life Is Beautiful                                                                   | Comedy | 1997
 Pinocchio                                                                           | Comedy | 2002
 The Jane Austen Book Club                                                           | Comedy | 2007
 Like Father Like Son                                                                | Comedy | 1987
 The Super                                                                           | Comedy | 1991
 Beethoven's 2nd                                                                     | Comedy | 1993
 Leprechaun 2                                                                        | Comedy | 1994
 Idle Hands                                                                          | Comedy | 1999
 The Rules of Attraction                                                             | Comedy | 2002
 Cocktail                                                                            | Comedy | 1988
 Cadillac Man                                                                        | Comedy | 1990
 The Sweetest Thing                                                                  | Comedy | 2002
 Just Friends                                                                        | Comedy | 2005
 Furry Vengeance                                                                     | Comedy | 2010
 Notting Hill                                                                        | Comedy | 1999
 Morning Glory                                                                       | Comedy | 2010
 Turner & Hooch                                                                      | Comedy | 1989
 And God Created Woman                                                               | Comedy | 1988
 Carnage                                                                             | Comedy | 2011
 Parenthood                                                                          | Comedy | 1989
 The Paper                                                                           | Comedy | 1994
 Edtv                                                                                | Comedy | 1999
 How the Grinch Stole Christmas                                                      | Comedy | 2000
 The Dilemma                                                                         | Comedy | 2011
 Bull Durham                                                                         | Comedy | 1988
 White Men Can't Jump                                                                | Comedy | 1992
 Tin Cup                                                                             | Comedy | 1996
 Play It to the Bone                                                                 | Comedy | 1999
 Tremors                                                                             | Comedy | 1990
 City Slickers                                                                       | Comedy | 1991
 Heart and Souls                                                                     | Comedy | 1993
 Bride of Chucky                                                                     | Comedy | 1998
 Sleep with Me                                                                       | Comedy | 1994
 Songs from the Second Floor                                                         | Comedy | 2000
 Force Majeure                                                                       | Comedy | 2014
 Blank Check                                                                         | Comedy | 1994
 Fear of a Black Hat                                                                 | Comedy | 1993
 Surfer, Dude                                                                        | Comedy | 2008
 Beautiful                                                                           | Comedy | 2000
 Slumber Party Massacre III                                                          | Comedy | 1990
 Evil Dead II                                                                        | Comedy | 1987
 Army of Darkness                                                                    | Comedy | 1992
 D2: The Mighty Ducks                                                                | Comedy | 1994
 Bye Bye Love                                                                        | Comedy | 1995
 The Out-of-Towners                                                                  | Comedy | 1999
 What's the Worst That Could Happen?                                                 | Comedy | 2001
 Dickie Roberts: Former Child Star                                                   | Comedy | 2003
 The Sisterhood of the Traveling Pants 2                                             | Comedy | 2008
 Confessions of a Teenage Drama Queen                                                | Comedy | 2004
 Strike!                                                                             | Comedy | 1998
 Take This Waltz                                                                     | Comedy | 2011
 How I Got Into College                                                              | Comedy | 1989
 Behind the Mask: The Rise of Leslie Vernon                                          | Comedy | 2006
 No Reservations                                                                     | Comedy | 2007
 Sex Drive                                                                           | Comedy | 2008
 That's My Boy                                                                       | Comedy | 2012
 Horrible Bosses 2                                                                   | Comedy | 2014
 Daddy's Home                                                                        | Comedy | 2015
 Tangerine                                                                           | Comedy | 2015
 Cashback                                                                            | Comedy | 2006
 Bratz                                                                               | Comedy | 2007
 Tumbledown                                                                          | Comedy | 2015
 Elektra Luxx                                                                        | Comedy | 2010
 Four Christmases                                                                    | Comedy | 2008
 Horrible Bosses                                                                     | Comedy | 2011
 Identity Thief                                                                      | Comedy | 2013
 Ted                                                                                 | Comedy | 2012
 A Million Ways to Die in the West                                                   | Comedy | 2014
 Ted 2                                                                               | Comedy | 2015
 Kiss Kiss Bang Bang                                                                 | Comedy | 2005
 A Room for Romeo Brass                                                              | Comedy | 1999
 The Nanny Diaries                                                                   | Comedy | 2007
 The Extra Man                                                                       | Comedy | 2010
 Bridget Jones's Diary                                                               | Comedy | 2001
 Cheaper by the Dozen                                                                | Comedy | 2003
 Just Married                                                                        | Comedy | 2003
 Date Night                                                                          | Comedy | 2010
 The Internship                                                                      | Comedy | 2013
 This Is Where I Leave You                                                           | Comedy | 2014
 Ladybugs                                                                            | Comedy | 1992
 Ghost Dad                                                                           | Comedy | 1990
 Bread and Tulips                                                                    | Comedy | 2000
 Lightning Jack                                                                      | Comedy | 1994
 Lost in Translation                                                                 | Comedy | 2003
 Somewhere                                                                           | Comedy | 2010
 Being John Malkovich                                                                | Comedy | 1999
 Adaptation.                                                                         | Comedy | 2002
 School Daze                                                                         | Comedy | 1988
 Do the Right Thing                                                                  | Comedy | 1989
 Crooklyn                                                                            | Comedy | 1994
 Girl 6                                                                              | Comedy | 1996
 Bamboozled                                                                          | Comedy | 2000
 She Hate Me                                                                         | Comedy | 2004
 The Last Supper                                                                     | Comedy | 1995
 She's Out of Control                                                                | Comedy | 1989
 Necessary Roughness                                                                 | Comedy | 1991
 The Adventures of Priscilla, Queen of the Desert                                    | Comedy | 1994
 Easy Virtue                                                                         | Comedy | 2008
 Killer Klowns from Outer Space                                                      | Comedy | 1988
 CJ7                                                                                 | Comedy | 2008
 Hero                                                                                | Comedy | 1992
 The Van                                                                             | Comedy | 1996
 High Fidelity                                                                       | Comedy | 2000
 ChÃ©ri                                                                              | Comedy | 2009
 Tamara Drewe                                                                        | Comedy | 2010
 Lay the Favorite                                                                    | Comedy | 2012
 Bright Young Things                                                                 | Comedy | 2003
 Homegrown                                                                           | Comedy | 1998
 Don't Tell Mom the Babysitter's Dead                                                | Comedy | 1991
 The Mighty Ducks                                                                    | Comedy | 1992
 Holy Man                                                                            | Comedy | 1998
 Life or Something Like It                                                           | Comedy | 2002
 Man of the House                                                                    | Comedy | 2005
 Vegas Vacation                                                                      | Comedy | 1997
 Wayne's World 2                                                                     | Comedy | 1993
 Coneheads                                                                           | Comedy | 1993
 Mr. Bean's Holiday                                                                  | Comedy | 2007
 Meet the Deedles                                                                    | Comedy | 1998
 Trees Lounge                                                                        | Comedy | 1996
 Next Friday                                                                         | Comedy | 2000
 Dr. Dolittle 2                                                                      | Comedy | 2001
 Daddy Day Care                                                                      | Comedy | 2003
 Rebound                                                                             | Comedy | 2005
 The Fabulous Baker Boys                                                             | Comedy | 1989
 My Father the Hero                                                                  | Comedy | 1994
 Accepted                                                                            | Comedy | 2006
 Hot Tub Time Machine                                                                | Comedy | 2010
 Hot Tub Time Machine 2                                                              | Comedy | 2015
 Can't Buy Me Love                                                                   | Comedy | 1987
 Queens Logic                                                                        | Comedy | 1991
 Son in Law                                                                          | Comedy | 1993
 Eddie                                                                               | Comedy | 1996
 Feeling Minnesota                                                                   | Comedy | 1996
 Heavyweights                                                                        | Comedy | 1995
 Little Nicky                                                                        | Comedy | 2000
 Mr. Deeds                                                                           | Comedy | 2002
 Walk of Shame                                                                       | Comedy | 2014
 Hot Pursuit                                                                         | Comedy | 1987
 Secretary                                                                           | Comedy | 2002
 Schizopolis                                                                         | Comedy | 1996
 Out of Sight                                                                        | Comedy | 1998
 Full Frontal                                                                        | Comedy | 2002
 Magic Mike                                                                          | Comedy | 2012
 The Terminal                                                                        | Comedy | 2004
 Mannequin: on the Move                                                              | Comedy | 1991
 Thanks for Sharing                                                                  | Comedy | 2012
 RocketMan                                                                           | Comedy | 1997
 Making Mr. Right                                                                    | Comedy | 1987
 She-Devil                                                                           | Comedy | 1989
 Cookie                                                                              | Comedy | 1989
 The Producers                                                                       | Comedy | 2005
 Nanny McPhee Returns                                                                | Comedy | 2010
 Catch and Release                                                                   | Comedy | 2006
 Sabrina                                                                             | Comedy | 1995
 Eagle vs Shark                                                                      | Comedy | 2007
 Boy                                                                                 | Comedy | 2010
 The Allnighter                                                                      | Comedy | 1987
 Slums of Beverly Hills                                                              | Comedy | 1998
 The Savages                                                                         | Comedy | 2007
 CB4                                                                                 | Comedy | 1993
 Billy Madison                                                                       | Comedy | 1995
 Half Baked                                                                          | Comedy | 1998
 Crossroads                                                                          | Comedy | 2002
 The Ref                                                                             | Comedy | 1994
 Beautiful Girls                                                                     | Comedy | 1996
 Life                                                                                | Comedy | 1999
 Switching Channels                                                                  | Comedy | 1988
 Folks!                                                                              | Comedy | 1992
 The Fisher King                                                                     | Comedy | 1991
 The Zero Theorem                                                                    | Comedy | 2013
 The Butcher's Wife                                                                  | Comedy | 1991
 Personal Services                                                                   | Comedy | 1987
 Erik the Viking                                                                     | Comedy | 1989
 Ghost World                                                                         | Comedy | 2001
 Bad Santa                                                                           | Comedy | 2003
 St. Vincent                                                                         | Comedy | 2014
 Without a Clue                                                                      | Comedy | 1988
 Big Eden                                                                            | Comedy | 2000
 The Family Stone                                                                    | Comedy | 2005
 Miss Firecracker                                                                    | Comedy | 1989
 So I Married an Axe Murderer                                                        | Comedy | 1993
 Hotel for Dogs                                                                      | Comedy | 2007
 Trading Mom                                                                         | Comedy | 1994
 Beetlejuice                                                                         | Comedy | 1988
 Mars Attacks!                                                                       | Comedy | 1996
 Dark Shadows                                                                        | Comedy | 2012
 Ice Princess                                                                        | Comedy | 2005
 Max Keeble's Big Move                                                               | Comedy | 2001
 Secondhand Lions                                                                    | Comedy | 2003
 Bob Roberts                                                                         | Comedy | 1992
 Barbershop                                                                          | Comedy | 2002
 Think Like a Man                                                                    | Comedy | 2012
 Think Like a Man Too                                                                | Comedy | 2014
 Jack & Sarah                                                                        | Comedy | 1995
 The Door in the Floor                                                               | Comedy | 2004
 Camp                                                                                | Comedy | 2003
 Krippendorf's Tribe                                                                 | Comedy | 1998
 Road Trip                                                                           | Comedy | 2000
 Old School                                                                          | Comedy | 2003
 Starsky & Hutch                                                                     | Comedy | 2004
 The Hangover                                                                        | Comedy | 2009
 Due Date                                                                            | Comedy | 2010
 The Hangover Part II                                                                | Comedy | 2011
 The Hangover Part III                                                               | Comedy | 2013
 Welcome to the Dollhouse                                                            | Comedy | 1995
 Happiness                                                                           | Comedy | 1998
 Storytelling                                                                        | Comedy | 2001
 Palindromes                                                                         | Comedy | 2004
 The Hot Chick                                                                       | Comedy | 2002
 The Comebacks                                                                       | Comedy | 2007
 Bucky Larson: Born to Be a Star                                                     | Comedy | 2011
 Celtic Pride                                                                        | Comedy | 1996
 Failure to Launch                                                                   | Comedy | 2006
 Johnny Suede                                                                        | Comedy | 1991
 Living in Oblivion                                                                  | Comedy | 1995
 The Real Blonde                                                                     | Comedy | 1997
 That Awkward Moment                                                                 | Comedy | 2014
 Freddy Got Fingered                                                                 | Comedy | 2001
 That Thing You Do!                                                                  | Comedy | 1996
 Larry Crowne                                                                        | Comedy | 2011
 Dragnet                                                                             | Comedy | 1987
 Delirious                                                                           | Comedy | 1991
 The Station Agent                                                                   | Comedy | 2003
 Win Win                                                                             | Comedy | 2011
 Date with an Angel                                                                  | Comedy | 1987
 The Hottie & the Nottie                                                             | Comedy | 2008
 Madhouse                                                                            | Comedy | 1990
 Look Who's Talking Now                                                              | Comedy | 1993
 Ace Ventura: Pet Detective                                                          | Comedy | 1994
 The Nutty Professor                                                                 | Comedy | 1996
 Liar Liar                                                                           | Comedy | 1997
 Bruce Almighty                                                                      | Comedy | 2003
 Evan Almighty                                                                       | Comedy | 2007
 Freaked                                                                             | Comedy | 1993
 Rosencrantz & Guildenstern Are Dead                                                 | Comedy | 1990
 Starter for 10                                                                      | Comedy | 2006
 What Happens in Vegas                                                               | Comedy | 2008
 Fright Night Part 2                                                                 | Comedy | 1988
 Get Over It                                                                         | Comedy | 2001
 Ella Enchanted                                                                      | Comedy | 2004
 Dead Snow                                                                           | Comedy | 2009
 Crazy People                                                                        | Comedy | 1990
 Duplicity                                                                           | Comedy | 2009
 Someone Like You                                                                    | Comedy | 2001
 The Last Kiss                                                                       | Comedy | 2006
 Twelfth Night                                                                       | Comedy | 1996
 Orgazmo                                                                             | Comedy | 1997
 Love Don't Cost a Thing                                                             | Comedy | 2003
 Jack Frost                                                                          | Comedy | 1998
 Dumb and Dumberer: When Harry Met Lloyd                                             | Comedy | 2003
 Madea's Family Reunion                                                              | Comedy | 2006
 Tyler Perry's Why Did I Get Married?                                                | Comedy | 2007
 Meet the Browns                                                                     | Comedy | 2008
 Madea Goes to Jail                                                                  | Comedy | 2009
 Why Did I Get Married Too?                                                          | Comedy | 2010
 Love & Sex                                                                          | Comedy | 2000
 Buffalo '66                                                                         | Comedy | 1998
 Gridlock'd                                                                          | Comedy | 1997
 Sorority Boys                                                                       | Comedy | 2002
 Van Wilder                                                                          | Comedy | 2002
 Old Dogs                                                                            | Comedy | 2009
 Bulworth                                                                            | Comedy | 1998
 The Night We Never Met                                                              | Comedy | 1993
 Smoke                                                                               | Comedy | 1995
 Anywhere But Here                                                                   | Comedy | 1999
 Maid in Manhattan                                                                   | Comedy | 2002
 Because of Winn-Dixie                                                               | Comedy | 2005
 Last Holiday                                                                        | Comedy | 2006
 Bottle Rocket                                                                       | Comedy | 1996
 Rushmore                                                                            | Comedy | 1998
 The Royal Tenenbaums                                                                | Comedy | 2001
 Moonrise Kingdom                                                                    | Comedy | 2012
 Shocker                                                                             | Comedy | 1989
 The People Under the Stairs                                                         | Comedy | 1991
 Vampire in Brooklyn                                                                 | Comedy | 1995
 Cursed                                                                              | Comedy | 2005
 Metropolitan                                                                        | Comedy | 1990
 Barcelona                                                                           | Comedy | 1994
 The Last Days of Disco                                                              | Comedy | 1998
 Fired Up!                                                                           | Comedy | 2009
 Easy A                                                                              | Comedy | 2010
 Friends with Benefits                                                               | Comedy | 2011
 Annie                                                                               | Comedy | 2014
 Worth Winning                                                                       | Comedy | 1989
 Playing by Heart                                                                    | Comedy | 1998
 Harry and the Hendersons                                                            | Comedy | 1987
 Angels in the Outfield                                                              | Comedy | 1994
 A Night in the Life of Jimmy Reardon                                                | Comedy | 1988
 Good Bye Lenin!                                                                     | Comedy | 2003
 Radio Days                                                                          | Comedy | 1987
 Crimes and Misdemeanors                                                             | Comedy | 1989
 New York Stories                                                                    | Comedy | 1989
 Alice                                                                               | Comedy | 1990
 Shadows and Fog                                                                     | Comedy | 1991
 Husbands and Wives                                                                  | Comedy | 1992
 Manhattan Murder Mystery                                                            | Comedy | 1993
 Bullets Over Broadway                                                               | Comedy | 1994
 Mighty Aphrodite                                                                    | Comedy | 1995
 Everyone Says I Love You                                                            | Comedy | 1996
 Deconstructing Harry                                                                | Comedy | 1997
 Celebrity                                                                           | Comedy | 1998
 Sweet and Lowdown                                                                   | Comedy | 1999
 Small Time Crooks                                                                   | Comedy | 2000
 The Curse of the Jade Scorpion                                                      | Comedy | 2001
 Anything Else                                                                       | Comedy | 2003
 Melinda and Melinda                                                                 | Comedy | 2004
 Scoop                                                                               | Comedy | 2006
 Vicky Cristina Barcelona                                                            | Comedy | 2008
 Whatever Works                                                                      | Comedy | 2009
 You Will Meet a Tall Dark Stranger                                                  | Comedy | 2010
 Midnight in Paris                                                                   | Comedy | 2011
 To Rome with Love                                                                   | Comedy | 2012
 Blue Jasmine                                                                        | Comedy | 2013
 Magic in the Moonlight                                                              | Comedy | 2014
 Irrational Man                                                                      | Comedy | 2015
 Young Einstein                                                                      | Comedy | 1988
 Love Me If You Dare                                                                 | Comedy | 2003
 The Lobster                                                                         | Comedy | 2015
 Garden State                                                                        | Comedy | 2004
 Wish I Was Here                                                                     | Comedy | 2014
 Miss March                                                                          | Comedy | 2009
 Mr. Magorium's Wonder Emporium                                                      | Comedy | 2007
 Shag                                                                                | Comedy | 1988
 Zindagi Na Milegi Dobara                                                            | Comedy | 2011
(1759 rows)

